model,horizon,fold_id,metric,value
Naive,20,1,MAE,0.3415492957746477
Naive,20,1,RMSE,0.35160597344666983
Naive,20,1,MAPE,0.5089254652179972
Naive,20,1,sMAPE,0.5103009665375416
Naive,20,1,R2,-16.7348463289695
Naive,20,1,MASE,0.7049286397479413
Naive,20,1,DA,58.333333333333336
Naive,20,1,HitRate_0.5pct,12.676056338028168
Naive,20,1,fit_seconds,0.0011322498321533203
Naive,20,1,pred_seconds,0.0
Naive,20,1,n_eval,71.0
SeasonalNaive,20,1,MAE,0.1443661971830984
SeasonalNaive,20,1,RMSE,0.19849788021715534
SeasonalNaive,20,1,MAPE,0.21503870934629693
SeasonalNaive,20,1,sMAPE,0.2154561483556428
SeasonalNaive,20,1,R2,-4.652319294251448
SeasonalNaive,20,1,MASE,0.29795952814088217
SeasonalNaive,20,1,DA,77.77777777777779
SeasonalNaive,20,1,HitRate_0.5pct,14.084507042253522
SeasonalNaive,20,1,fit_seconds,0.0
SeasonalNaive,20,1,pred_seconds,0.0
SeasonalNaive,20,1,n_eval,71.0
RollingNaive,20,1,MAE,0.16760563380281918
RollingNaive,20,1,RMSE,0.22533230546755675
RollingNaive,20,1,MAPE,0.24980496476685246
RollingNaive,20,1,sMAPE,0.24996129841619222
RollingNaive,20,1,R2,-6.283864541832585
RollingNaive,20,1,MASE,0.3459237448660049
RollingNaive,20,1,DA,55.55555555555556
RollingNaive,20,1,HitRate_0.5pct,7.042253521126761
RollingNaive,20,1,fit_seconds,0.0
RollingNaive,20,1,pred_seconds,0.0
RollingNaive,20,1,n_eval,71.0
AutoARIMA,20,1,MAE,1.2612732644029765
AutoARIMA,20,1,RMSE,1.395833326707344
AutoARIMA,20,1,MAPE,1.8803408770108019
AutoARIMA,20,1,sMAPE,1.8589576570573858
AutoARIMA,20,1,R2,-278.5001638431443
AutoARIMA,20,1,MASE,2.603160532389632
AutoARIMA,20,1,DA,50.0
AutoARIMA,20,1,HitRate_0.5pct,9.859154929577464
AutoARIMA,20,1,fit_seconds,2.2807765007019043
AutoARIMA,20,1,pred_seconds,0.004677534103393555
AutoARIMA,20,1,n_eval,71.0
AutoETS,20,1,MAE,1.3844283954956242
AutoETS,20,1,RMSE,1.5371987882151916
AutoETS,20,1,MAPE,2.063935416032978
AutoETS,20,1,sMAPE,2.038036900827142
AutoETS,20,1,R2,-337.9807272949671
AutoETS,20,1,MASE,2.8573422277206624
AutoETS,20,1,DA,50.0
AutoETS,20,1,HitRate_0.5pct,9.859154929577464
AutoETS,20,1,fit_seconds,0.6604900360107422
AutoETS,20,1,pred_seconds,0.0017490386962890625
AutoETS,20,1,n_eval,71.0
AutoTheta,20,1,MAE,1.1854057533125235
AutoTheta,20,1,RMSE,1.3248408386997972
AutoTheta,20,1,MAPE,1.767250903773148
AutoTheta,20,1,sMAPE,1.747978554067838
AutoTheta,20,1,R2,-250.7922473704354
AutoTheta,20,1,MASE,2.446576454906007
AutoTheta,20,1,DA,50.0
AutoTheta,20,1,HitRate_0.5pct,9.859154929577464
AutoTheta,20,1,fit_seconds,0.1315305233001709
AutoTheta,20,1,pred_seconds,0.002746105194091797
